x,y
1463923980,-9000
1463924040,-9000
1463924100,-9000
1463924160,-9000
1463924220,-9000
1463924340,-9000
1463924400,-9000
1463924460,-9000
1463924520,-9000
1463924640,-9000
1463924700,-9000
1463924760,-9000
1463924820,-9000
1463924940,-9000
1463925000,-9000
1463925060,-9000
1463925120,-9000
1463925240,-9000
1463925300,-9000
1463925360,-9000
1463925420,-9000
1463925540,-9000
1463925600,-9000
1463925660,-9000
1463925720,-9000
1463925780,-9000
1463925900,-9000
1463925960,-9000
1463926020,-9000
1463926080,-9000
1463926200,-9000
1463926260,-9000
1463926320,-9000
1463926380,-9000
1463926500,-9000
1463926560,-9000
1463926620,-9000
1463926680,-9000
1463926800,-9000
1463926860,-9000
1463926920,-9000
1463926980,-9000
1463927100,-9000
1463927160,-9000
1463927220,-9000
1463927280,-9000
1463927400,-9000
1463927460,-9000
1463927520,-9000
1463927580,-9000
1463927640,-9000
1463927760,-9000
1463927820,-9000
1463927880,-9000
1463927940,-9000
1463928060,-9000
1463928120,-9000
1463928180,-9000
1463928240,-9000
1463928360,-9000
1463928420,-9000
1463928480,-9000
1463928540,-9000
1463928660,-9000
1463928720,-9000
1463928780,-9000
1463928840,-9000
1463928960,-9000
1463929020,-9000
1463929080,-6000
1463929140,-6000
1463929200,-6000
1463929320,-9000
1463929380,-9000
1463929440,-9000
1463929500,-9000
1463929620,-9000
1463929680,-9000
1463929740,-9000
1463929800,-9000
1463929920,-9000
1463929980,-9000
1463930040,-9000
1463930100,-9000
1463930220,-9000
1463930280,-9000
1463930340,-9000
1463930400,-9000
1463930520,-9000
1463930580,-9000
1463930640,-9000
1463930700,-9000
1463930820,-9000
1463930880,-9000
1463930940,-9000
1463931000,-9000
1463931060,-9000
1463931180,-9000
1463931240,-9000
1463931300,-9000
1463931360,-9000
1463931480,-9000
1463931540,-9000
1463931600,-9000
1463931660,-9000
1463931780,-9000
1463931840,-9000
1463931900,-9000
1463931960,-9000
1463932080,-9000
1463932140,-9000
1463932200,-9000
1463932260,-9000
1463932380,-9000
1463932440,-9000
1463932500,-9000
1463932560,-9000
1463932620,-9000
1463932740,-9000
1463932800,-9000
1463932860,-9000
1463932920,-9000
1463933040,-9000
1463933100,-9000
1463933160,-9000
1463933220,-9000
1463933340,-9000
1463933400,-9000
1463933460,-9000
1463933520,-9000
1463933640,-9000
1463933700,-9000
1463933760,-9000
1463933820,-9000
1463933940,-9000
1463934000,-9000
1463934060,-9000
1463934120,-9000
1463934240,-9000
1463934300,-9000
1463934360,-9000
1463934420,-9000
1463934480,-9000
1463934600,-9000
1463934660,-9000
1463934720,-9000
1463934780,-9000
1463934900,-9000
1463934960,-9000
1463935020,-9000
1463935080,-9000
1463935200,-9000
1463935260,-9000
1463935320,-9000
1463935380,-9000
1463935500,-9000
1463935560,-9000
1463935620,-9000
1463935680,-9000
1463935800,-9000
1463935860,-9000
1463935920,-9000
1463935980,-9000
1463936100,-9000
1463936160,-9000
1463936220,-9000
1463936280,-9000
1463936340,-9000
1463936460,-9000
1463936520,-9000
1463936580,-9000
1463936640,-9000
1463936760,-9000
1463936820,-9000
1463936880,-9000
1463936940,-9000
1463937060,-9000
1463937120,-9000
1463937180,-9000
1463937240,-9000
1463937360,-9000
1463937420,-9000
1463937480,-9000
1463937540,-9000
1463937660,-9000
1463937720,-6000
1463937780,-9000
1463937840,-9000
1463937900,-9000
1463938020,-9000
1463938080,-9000
1463938140,-6000
1463938200,-9000
1463938320,-9000
1463938380,-9000
1463938440,-9000
1463938500,-9000
1463938620,-9000
1463938680,-9000
1463938740,-9000
1463938800,-9000
1463938920,-9000
1463938980,-9000
1463939040,-9000
1463939100,-9000
1463939220,-9000
1463939280,-9000
1463939340,-9000
1463939400,-9000
1463939520,-9000
1463939580,-9000
1463939640,-9000
1463939700,-6000
1463939760,-9000
1463939880,-9000
1463939940,-9000
1463940000,-9000
1463940060,-9000
1463940180,-9000
1463940240,-9000
1463940300,-9000
1463940360,-9000
1463940480,-9000
1463940540,-9000
1463940600,-9000
1463940660,-9000
1463940780,-9000
1463940840,-9000
1463940900,-9000
1463940960,-9000
1463941080,-9000
1463941140,-9000
1463941200,-9000
1463941260,-9000
1463941380,-9000
1463941440,-9000
1463941500,-9000
1463941560,-9000
1463941620,-9000
1463941740,-9000
1463941800,-9000
1463941860,-9000
1463941920,-9000
1463942040,-9000
1463942100,-9000
1463942160,-9000
1463942220,-9000
1463942340,-9000
1463942400,-9000
1463942460,-9000
1463942520,-9000
1463942640,-9000
1463942700,-9000
1463942760,-9000
1463942820,-9000
1463942940,-9000
1463943000,-9000
1463943060,-9000
1463943120,-9000
1463943180,-9000
1463943300,-9000
1463943360,-9000
1463943420,-9000
1463943480,-9000
1463943600,-9000
1463943660,-9000
1463943720,-9000
1463943780,-9000
1463943900,-9000
1463943960,-9000
1463944020,-9000
1463944080,-9000
1463944200,-9000
1463944260,-9000
1463944320,-9000
1463944380,-9000
1463944500,-9000
1463944560,-9000
1463944620,-9000
1463944680,-9000
1463944800,-9000
1463944860,-9000
1463944920,-9000
1463944980,-9000
1463945040,-9000
1463945160,-9000
1463945220,-9000
1463945280,-9000
1463945340,-9000
1463945460,-9000
1463945520,-9000
1463945580,-9000
1463945640,-9000
1463945760,-9000
1463945820,-9000
1463945880,-9000
1463945940,-9000
1463946060,-9000
1463946120,-9000
1463946180,-9000
1463946240,-9000
1463946360,-9000
1463946420,-9000
1463946480,0
1463946540,0
1463946600,0
1463946720,0
1463946780,0
1463946840,0
1463946900,0
1463947020,0
1463947080,0
1463947140,0
1463947200,0
1463947320,0
1463947380,0
1463947440,0
1463947500,0
1463947620,0
1463947680,0
1463947740,0
1463947800,0
1463947920,0
1463947980,0
1463948040,0
1463948100,0
1463948220,0
1463948280,0
1463948340,0
1463948400,0
1463948460,0
1463948580,0
1463948640,0
1463948700,0
1463948760,0
1463948880,0
1463948940,0
1463949000,0
1463949060,0
1463949180,0
1463949240,0
1463949300,0
1463949360,0
1463949480,0
1463949540,0
1463949600,0
1463949660,0
1463949780,0
1463949840,0
1463949900,0
1463949960,0
1463950020,0
1463950140,0
1463950200,0
1463950260,0
1463950320,0
1463950440,0
1463950500,0
1463950560,0
1463950620,0
1463950740,0
1463950800,0
1463950860,0
1463950920,0
1463951040,0
1463951100,0
1463951160,0
1463951220,0
1463951340,0
1463951400,0
1463951460,0
1463951520,0
1463951640,0
1463951700,0
1463951760,0
1463951820,0
1463951880,0
1463952000,0
1463952060,0
1463952120,0
1463952180,0
1463952300,0
1463952360,0
1463952420,0
1463952480,0
1463952600,0
1463952660,0
1463952720,0
1463952780,0
1463952900,0
1463952960,0
1463953020,0
1463953080,0
1463953200,0
1463953260,0
1463953320,0
1463953380,0
1463953500,0
1463953560,0
1463953620,0
1463953680,0
1463953740,0
1463953860,0
1463953920,0
1463953980,0
1463954040,0
1463954160,0
1463954220,0
1463954280,0
1463954340,0
1463954460,0
1463954520,0
1463954580,0
1463954640,0
1463954760,0
1463954820,0
1463954880,0
1463954940,0
1463955060,0
1463955120,0
1463955180,0
1463955240,0
1463955300,0
1463955420,0
1463955480,0
1463955540,0
1463955600,0
1463955720,0
1463955780,0
1463955840,0
1463955900,0
1463956020,0
1463956080,0
1463956140,0
1463956200,0
1463956320,0
1463956380,0
1463956440,0
1463956500,0
1463956620,0
1463956680,0
1463956740,0
1463956800,0
1463956920,0
1463956980,0
1463957040,0
1463957100,0
1463957160,0
1463957280,0
1463957340,0
1463957400,0
1463957460,0
1463957580,0
1463957640,0
1463957700,0
1463957760,0
1463957880,0
1463957940,0
1463958000,0
1463958060,0
1463958180,0
1463958240,0
1463958300,0
1463958360,0
1463958480,0
1463958540,0
1463958600,0
1463958660,0
1463958720,0
1463958840,0
1463958900,0
1463958960,0
1463959020,0
1463959140,0
1463959200,0
1463959260,0
1463959320,0
1463959440,0
1463959500,0
1463959560,0
1463959620,0
1463959740,0
1463959800,0
1463959860,0
1463959920,0
1463960040,0
1463960100,0
1463960160,0
1463960220,0
1463960340,0
1463960400,0
1463960460,0
1463960520,0
1463960580,0
1463960700,0
1463960760,0
1463960820,0
1463960880,0
1463961000,0
1463961060,0
1463961120,0
1463961180,0
1463961300,0
1463961360,0
1463961420,0
1463961480,0
1463961600,0
1463961660,0
1463961720,0
1463961780,0
1463961900,0
1463961960,0
1463962020,0
1463962080,0
1463962200,0
1463962260,0
1463962320,0
1463962380,0
1463962440,0
1463962560,0
1463962620,0
1463962680,0
1463962740,0
1463962860,0
1463962920,0
1463962980,0
1463963040,0
1463963160,0
1463963220,0
1463963280,0
1463963340,0
1463963460,0
1463963520,0
1463963580,0
1463963640,0
1463963760,0
1463963820,0
1463963880,0
1463963940,0
1463964000,0
1463964120,0
1463964180,0
1463964240,0
1463964300,0
1463964420,0
1463964480,0
1463964540,0
1463964600,0
1463964720,0
1463964780,0
1463964840,0
1463964900,0
