x,y
1463912820,4500
1463912880,4400
1463912940,4400
1463913000,4400
1463913060,4400
1463913180,4400
1463913240,4500
1463913300,4500
1463913360,4500
1463913480,4500
1463913540,4500
1463913600,4500
1463913660,4500
1463913780,4500
1463913840,4500
1463913900,4500
1463913960,4500
1463914080,4500
1463914140,4500
1463914200,4500
1463914260,4500
1463914380,4500
1463914440,4500
1463914500,4500
1463914560,4500
1463914680,4400
1463914740,4400
1463914800,4400
1463914860,4400
1463914920,4400
1463915040,4400
1463915100,4400
1463915160,4400
1463915220,4400
1463915340,4500
1463915400,4500
1463915460,4500
1463915520,4400
1463915640,4500
1463915700,4500
1463915760,4400
1463915820,4400
1463915940,4400
1463916000,4400
1463916060,4400
1463916120,4400
1463916240,4400
1463916300,4400
1463916360,4400
1463916420,4400
1463916540,4400
1463916600,4400
1463916660,4400
1463916720,4400
1463916780,4400
1463916900,4400
1463916960,4400
1463917020,4400
1463917080,4400
1463917200,4400
1463917260,4400
1463917320,4400
1463917380,4400
1463917500,4400
1463917560,4400
1463917620,4400
1463917680,4400
1463917800,4400
1463917860,4400
1463917920,4400
1463917980,4400
1463918100,4400
1463918160,4400
1463918220,4400
1463918280,4400
1463918340,4400
1463918460,4400
1463918520,4400
1463918580,4400
1463918640,4400
1463918760,4400
1463918820,4400
1463918880,4300
1463918940,4400
1463919060,4300
1463919120,4300
1463919180,4300
1463919240,4300
1463919360,4300
1463919420,4300
1463919480,4300
1463919540,4300
1463919660,4300
1463919720,4300
1463919780,4200
1463919840,4200
1463919960,4200
1463920020,4200
1463920080,4200
1463920140,4200
1463920200,4200
1463920320,4200
1463920380,4200
1463920440,4200
1463920500,4200
1463920620,4200
1463920680,4200
1463920740,4200
1463920800,4200
1463920920,4200
1463920980,4100
1463921040,4100
1463921100,4100
1463921220,4100
1463921280,4100
1463921340,4100
1463921400,4100
1463921520,4100
1463921580,4100
1463921640,4100
1463921700,4100
1463921760,4100
1463921880,4000
1463921940,4000
1463922000,3900
1463922060,3900
1463922180,3800
1463922240,3800
1463922300,3800
1463922360,3700
1463922480,3700
1463922540,3700
1463922600,3700
1463922660,3700
1463922780,3700
1463922840,3600
1463922900,3600
1463922960,3600
1463923080,3600
1463923140,3600
1463923200,3600
1463923260,3600
1463923380,3600
1463923440,3600
1463923500,3600
1463923560,3600
1463923620,3600
1463923740,3600
1463923800,3600
1463923860,3600
1463923920,3600
1463924040,3600
1463924100,3600
1463924160,3600
1463924220,3600
1463924340,3600
1463924400,3600
1463924460,3600
1463924520,3600
1463924640,3600
1463924700,3600
1463924760,3600
1463924820,3500
1463924940,3500
1463925000,3500
1463925060,3500
1463925120,3500
1463925240,3500
1463925300,3500
1463925360,3500
1463925420,3500
1463925480,3500
1463925600,3500
1463925660,3500
1463925720,3500
1463925780,3500
1463925900,3500
1463925960,3500
1463926020,3500
1463926080,3500
1463926200,3500
1463926260,3500
1463926320,3500
1463926380,3500
1463926500,3500
1463926560,3500
1463926620,3500
1463926680,3500
1463926800,3500
1463926860,3500
1463926920,3500
1463926980,3500
1463927040,3500
1463927160,3500
1463927220,3500
1463927280,3500
1463927340,3500
1463927460,3500
1463927520,3500
1463927580,3500
1463927640,3500
1463927760,3500
1463927820,3500
1463927880,3500
1463927940,3500
1463928060,3500
1463928120,3500
1463928180,3500
1463928240,3500
1463928360,3500
1463928420,3500
1463928480,3500
1463928540,3500
1463928660,3500
1463928720,3500
1463928780,3500
1463928840,3500
1463928900,3500
1463929020,3500
1463929080,3500
1463929140,3500
1463929200,3500
1463929320,3500
1463929380,3500
1463929440,3500
1463929500,3500
1463929620,3500
1463929680,3500
1463929740,3500
1463929800,3500
1463929920,3500
1463929980,3500
1463930040,3500
1463930100,3500
1463930220,3400
1463930280,3400
1463930340,3400
1463930400,3400
1463930460,3500
1463930580,3400
1463930640,3400
1463930700,3400
1463930760,3400
1463930880,3500
1463930940,3500
1463931000,3400
1463931060,3400
1463931180,3500
1463931240,3400
1463931300,3500
1463931360,3400
1463931480,3400
1463931540,3400
1463931600,3400
1463931660,3500
1463931780,3500
1463931840,3400
1463931900,3400
1463931960,3400
1463932080,3400
1463932140,3400
1463932200,3400
1463932260,3400
1463932320,3400
1463932440,3400
1463932500,3400
1463932560,3400
1463932620,3400
1463932740,3400
1463932800,3400
1463932860,3400
1463932920,3400
1463933040,3400
1463933100,3300
1463933160,3400
1463933220,3400
1463933340,3300
1463933400,3300
1463933460,3300
1463933520,3300
1463933640,3400
1463933700,3300
1463933760,3400
1463933820,3300
1463933940,3300
1463934000,3300
1463934060,3300
1463934120,3300
1463934180,3300
1463934300,3300
1463934360,3300
1463934420,3400
1463934480,3400
1463934600,3300
1463934660,3300
1463934720,3300
1463934780,3400
1463934900,3400
1463934960,3300
1463935020,3300
1463935080,3300
1463935200,3400
1463935260,3400
1463935320,3300
1463935380,3400
1463935500,3400
1463935560,3300
1463935620,3300
1463935680,3400
1463935740,3300
1463935860,3300
1463935920,3300
1463935980,3400
1463936040,3300
1463936160,3400
1463936220,3300
1463936280,3300
1463936340,3200
1463936460,3200
1463936520,3200
1463936580,3200
1463936640,3200
1463936760,3200
1463936820,3200
1463936880,3200
1463936940,3100
1463937060,3100
1463937120,3100
1463937180,3100
1463937240,3100
1463937360,3100
1463937420,3100
1463937480,3100
1463937540,3100
1463937600,3100
1463937720,3100
1463937780,3100
1463937840,3100
1463937900,3100
1463938020,3100
1463938080,3100
1463938140,3100
1463938200,3100
1463938320,3100
1463938380,3200
1463938440,3200
1463938500,3200
1463938620,3200
1463938680,3200
1463938740,3200
1463938800,3200
1463938920,3200
1463938980,3200
1463939040,3200
1463939100,3200
1463939160,3200
1463939280,3200
1463939340,3200
1463939400,3200
1463939460,3200
1463939580,3200
1463939640,3200
1463939700,3300
1463939760,3300
1463939880,3300
1463939940,3300
1463940000,3300
1463940060,3300
1463940180,3300
1463940240,3300
1463940300,3300
1463940360,3300
1463940480,3300
1463940540,3300
1463940600,3300
1463940660,3300
1463940780,3300
1463940840,3300
1463940900,3300
1463940960,3300
1463941020,3300
1463941140,3300
1463941200,3300
1463941260,3300
1463941320,3300
1463941440,3300
1463941500,3300
1463941560,3300
1463941620,3300
1463941740,3300
1463941800,3300
1463941860,3300
1463941920,3300
1463942040,3300
1463942100,3300
1463942160,3300
1463942220,3300
1463942340,3300
1463942400,3300
1463942460,3300
1463942520,3300
1463942640,3300
1463942700,3300
1463942760,3400
1463942820,3400
1463942880,3400
1463943000,3400
1463943060,3400
1463943120,3400
1463943180,3400
1463943300,3400
1463943360,3400
1463943420,3400
1463943480,3400
1463943600,3400
1463943660,3400
1463943720,3400
1463943780,3400
1463943900,3400
1463943960,3400
1463944020,3400
1463944080,3400
1463944200,3400
1463944260,3400
1463944320,3400
1463944380,3400
1463944440,3400
1463944560,3400
1463944620,3400
1463944680,3400
1463944740,3400
1463944860,3400
1463944920,3400
1463944980,3400
1463945040,3400
1463945160,3400
1463945220,3400
1463945280,3400
1463945340,3400
1463945460,3400
1463945520,3400
1463945580,3400
1463945640,3400
1463945760,3400
1463945820,3400
1463945880,3400
1463945940,3400
1463946060,3400
1463946120,3400
1463946180,3400
1463946240,3400
1463946300,3400
1463946420,3400
1463946480,3400
1463946540,3400
1463946600,3400
1463946720,3400
1463946780,3400
1463946840,3400
1463946900,3400
1463947020,3400
1463947080,3400
1463947140,3400
1463947200,3400
1463947320,3400
1463947380,3400
1463947440,3400
1463947500,3400
1463947620,3400
1463947680,3400
1463947740,3400
1463947800,3400
1463947860,3400
1463947980,3400
1463948040,3400
1463948100,3400
1463948160,3400
1463948280,3400
1463948340,3400
1463948400,3400
1463948460,3400
1463948580,3400
1463948640,3400
1463948700,3400
1463948760,3400
1463948880,3400
1463948940,3400
1463949000,3400
1463949060,3400
1463949180,3400
1463949240,3300
1463949300,3400
1463949360,3300
1463949480,3300
1463949540,3300
1463949600,3300
1463949660,3300
1463949720,3300
1463949840,3300
1463949900,3300
1463949960,3300
1463950020,3300
1463950140,3300
1463950200,3300
1463950260,3300
1463950320,3300
1463950440,3300
1463950500,3300
1463950560,3400
1463950620,3300
1463950740,3300
1463950800,3300
1463950860,3300
1463950920,3300
1463951040,3300
1463951100,3300
1463951160,3400
1463951220,3300
1463951280,3400
1463951400,3400
1463951460,3400
1463951520,3400
1463951580,3300
1463951700,3300
1463951760,3300
1463951820,3400
1463951880,3400
1463952000,3400
1463952060,3400
1463952120,3400
1463952180,3400
1463952300,3400
1463952360,3400
1463952420,3400
1463952480,3400
1463952600,3400
1463952660,3400
1463952720,3400
1463952780,3400
1463952900,3400
1463952960,3400
1463953020,3400
1463953080,3400
1463953140,3400
1463953260,3400
1463953320,3400
1463953380,3400
1463953440,3400
1463953560,3400
1463953620,3400
1463953680,3400
1463953740,3400
1463953860,3400
1463953920,3400
1463953980,3400
1463954040,3400
1463954160,3400
1463954220,3400
1463954280,3400
1463954340,3400
1463954460,3400
1463954520,3400
1463954580,3400
1463954640,3400
1463954760,3400
1463954820,3400
1463954880,3400
1463954940,3400
1463955000,3400
1463955120,3400
1463955180,3400
1463955240,3400
1463955300,3400
1463955420,3400
1463955480,3400
1463955540,3400
1463955600,3400
1463955720,3400
1463955780,3400
1463955840,3400
1463955900,3500
1463956020,3500
1463956080,3500
1463956140,3500
1463956200,3500
1463956320,3500
1463956380,3500
1463956440,3500
1463956500,3500
1463956560,3500
1463956680,3500
1463956740,3500
1463956800,3500
1463956860,3500
1463956980,3500
1463957040,3500
1463957100,3500
1463957160,3500
1463957280,3500
1463957340,3500
1463957400,3500
1463957460,3500
1463957580,3500
1463957640,3500
1463957700,3500
1463957760,3500
1463957880,3500
1463957940,3500
1463958000,3500
1463958060,3500
1463958180,3500
1463958240,3500
1463958300,3500
1463958360,3500
1463958420,3500
1463958540,3500
1463958600,3500
1463958660,3500
1463958720,3500
1463958840,3500
1463958900,3500
1463958960,3500
1463959020,3500
1463959140,3500
1463959200,3500
1463959260,3500
1463959320,3500
1463959440,3500
1463959500,3500
1463959560,3500
1463959620,3500
1463959740,3500
1463959800,3500
1463959860,3500
1463959920,3500
1463959980,3500
1463960100,3500
1463960160,3500
1463960220,3500
1463960280,3500
1463960400,3500
1463960460,3500
1463960520,3500
1463960580,3500
1463960700,3500
1463960760,3500
1463960820,3500
1463960880,3500
1463961000,3500
1463961060,3500
1463961120,3500
1463961180,3500
1463961300,3500
1463961360,3500
1463961420,3500
1463961480,3500
1463961600,3500
1463961660,3500
1463961720,3500
1463961780,3500
1463961840,3500
1463961960,3500
1463962020,3500
1463962080,3500
1463962140,3500
1463962260,3500
1463962320,3500
1463962380,3500
1463962440,3500
1463962560,3500
1463962620,3500
1463962680,3500
1463962740,3500
1463962860,3500
1463962920,3500
1463962980,3500
1463963040,3500
1463963160,3500
1463963220,3500
1463963280,3500
1463963340,3500
1463963460,3500
1463963520,3500
1463963580,3500
1463963640,3500
1463963700,3500
1463963820,3500
1463963880,3500
1463963940,3500
1463964000,3500
1463964120,3500
1463964180,3500
1463964240,3500
1463964300,3500
1463964420,3500
1463964480,3500
1463964540,3500
1463964600,3500
1463964720,3500
1463964780,3500
1463964840,3500
1463964900,3500
