x,y
1463884680,0
1463884740,0
1463884860,0
1463884920,0
1463884980,0
1463885040,0
1463885160,0
1463885220,0
1463885280,0
1463885340,0
1463885460,0
1463885520,0
1463885580,0
1463885640,0
1463885760,0
1463885820,0
1463885880,0
1463885940,0
1463886060,0
1463886120,0
1463886180,0
1463886240,0
1463886300,0
1463886420,0
1463886480,0
1463886540,0
1463886600,0
1463886720,0
1463886780,0
1463886840,0
1463886900,0
1463887020,0
1463887080,0
1463887140,0
1463887200,0
1463887320,0
1463887380,0
1463887440,0
1463887500,0
1463887620,0
1463887680,0
1463887740,0
1463887800,0
1463887920,0
1463887980,0
1463888040,0
1463888100,0
1463888160,0
1463888280,0
1463888340,0
1463888400,0
1463888460,0
1463888580,0
1463888640,0
1463888700,0
1463888760,0
1463888880,0
1463888940,0
1463889000,0
1463889060,0
1463889180,0
1463889240,0
1463889300,0
1463889360,0
1463889480,0
1463889540,0
1463889600,0
1463889660,0
1463889720,0
1463889840,0
1463889900,0
1463889960,0
1463890020,0
1463890140,0
1463890200,0
1463890260,0
1463890320,0
1463890440,0
1463890500,0
1463890560,0
1463890620,0
1463890740,0
1463890800,0
1463890860,0
1463890920,0
1463891040,0
1463891100,0
1463891160,0
1463891220,0
1463891340,0
1463891400,0
1463891460,0
1463891520,0
1463891580,0
1463891700,0
1463891760,0
1463891820,0
1463891880,0
1463892000,0
1463892060,0
1463892120,0
1463892180,0
1463892300,0
1463892360,0
1463892420,0
1463892480,0
1463892600,0
1463892660,0
1463892720,0
1463892780,0
1463892900,0
1463892960,0
1463893020,0
1463893080,0
1463893200,0
1463893260,0
1463893320,0
1463893380,0
1463893440,0
1463893560,0
1463893620,0
1463893680,0
1463893740,0
1463893860,0
1463893920,0
1463893980,0
1463894040,0
1463894160,0
1463894220,0
1463894280,0
1463894340,0
1463894460,0
1463894520,0
1463894580,0
1463894640,0
1463894760,0
1463894820,0
1463894880,0
1463894940,0
1463895000,0
1463895120,0
1463895180,0
1463895240,0
1463895300,0
1463895420,0
1463895480,0
1463895540,0
1463895600,0
1463895720,0
1463895780,0
1463895840,0
1463895900,0
1463896020,0
1463896080,0
1463896140,0
1463896200,0
1463896320,0
1463896380,0
1463896440,0
1463896500,0
1463896620,0
1463896680,0
1463896740,0
1463896800,0
1463896860,0
1463896980,0
1463897040,0
1463897100,0
1463897160,0
1463897280,0
1463897340,0
1463897400,0
1463897460,0
1463897580,0
1463897640,0
1463897700,0
1463897760,0
1463897880,0
1463897940,0
1463898000,0
1463898060,0
1463898180,0
1463898240,0
1463898300,0
1463898360,0
1463898420,0
1463898540,0
1463898600,0
1463898660,0
1463898720,700
1463898840,0
1463898900,0
1463898960,0
1463899020,100
1463899140,100
1463899200,0
1463899260,0
1463899320,0
1463899440,0
1463899500,0
1463899560,0
1463899620,900
1463899740,0
1463899800,0
1463899860,0
1463899920,0
1463900040,0
1463900100,0
1463900160,0
1463900220,0
1463900280,0
1463900400,0
1463900460,0
1463900520,300
1463900580,0
1463900700,0
1463900760,0
1463900820,0
1463900880,0
1463901000,0
1463901060,0
1463901120,0
1463901180,0
1463901300,0
1463901360,0
1463901420,0
1463901480,0
1463901600,0
1463901660,0
1463901720,0
1463901780,0
1463901840,400
1463901960,400
1463902020,0
1463902080,400
1463902140,400
1463902260,200
1463902320,0
1463902380,0
1463902440,0
1463902560,800
1463902620,0
1463902680,0
1463902740,0
1463902860,0
1463902920,0
1463902980,0
1463903040,0
1463903160,0
1463903220,0
1463903280,0
1463903340,200
1463903460,0
1463903520,0
1463903580,0
1463903640,0
1463903700,0
1463903820,100
1463903880,0
1463903940,0
1463904000,0
1463904120,0
1463904180,0
1463904240,0
1463904300,0
1463904420,0
1463904480,0
1463904540,0
1463904600,0
1463904720,100
1463904780,0
1463904840,0
1463904900,0
1463905020,0
1463905080,100
1463905140,0
1463905200,0
1463905320,0
1463905380,0
1463905440,0
1463905500,0
1463905560,0
1463905680,0
1463905740,0
1463905800,0
1463905860,0
1463905980,0
1463906040,0
1463906100,0
1463906160,0
1463906280,0
1463906340,500
1463906400,0
1463906460,0
1463906580,0
1463906640,0
1463906700,0
1463906760,0
1463906880,0
1463906940,0
1463907000,0
1463907060,0
1463907120,0
1463907240,0
1463907300,0
1463907360,0
1463907420,0
1463907540,0
1463907600,0
1463907660,0
1463907720,0
1463907840,0
1463907900,0
1463907960,200
1463908020,0
1463908140,0
1463908200,0
1463908260,0
1463908320,400
1463908440,0
1463908500,300
1463908560,0
1463908620,0
1463908740,0
1463908800,0
1463908860,0
1463908920,400
1463908980,100
1463909100,100
1463909160,0
1463909220,100
1463909280,0
1463909400,0
1463909460,0
1463909520,0
1463909580,0
1463909700,0
1463909760,800
1463909820,0
1463909880,0
1463910000,400
1463910060,0
1463910120,200
1463910180,600
1463910300,200
1463910360,0
1463910420,0
1463910480,0
1463910540,0
1463910660,0
1463910720,0
1463910780,0
1463910840,0
1463910960,200
1463911020,0
1463911080,0
1463911140,0
1463911260,0
1463911320,0
1463911380,0
1463911440,0
1463911560,0
1463911620,200
1463911680,0
1463911740,0
1463911860,300
1463911920,100
1463911980,0
1463912040,400
1463912160,300
1463912220,100
1463912280,100
1463912340,100
1463912400,0
1463912520,0
1463912580,0
1463912640,1000
1463912700,0
1463912820,0
1463912880,400
1463912940,400
1463913000,0
1463913120,0
1463913180,0
1463913240,0
1463913300,0
1463913420,0
1463913480,400
1463913540,100
1463913600,0
1463913720,200
1463913780,2000
1463913840,0
1463913900,0
1463913960,0
1463914080,100
1463914140,600
1463914200,200
1463914260,0
1463914380,0
1463914440,200
1463914500,200
1463914560,0
1463914680,600
1463914740,700
1463914800,1000
1463914860,300
1463914980,0
1463915040,100
1463915100,0
1463915160,300
1463915280,0
1463915340,200
1463915400,0
1463915460,0
1463915580,100
1463915640,200
1463915700,900
1463915760,0
1463915820,200
1463915940,0
1463916000,800
1463916060,0
1463916120,800
1463916240,200
1463916300,0
1463916360,0
1463916420,0
1463916540,0
1463916600,400
1463916660,0
1463916720,1900
1463916840,0
1463916900,0
1463916960,1500
1463917020,100
1463917140,600
1463917200,200
1463917260,800
1463917320,100
1463917440,0
1463917500,0
1463917560,0
1463917620,0
1463917680,0
1463917800,100
1463917860,0
1463917920,1200
1463917980,0
1463918100,300
1463918160,0
1463918220,0
1463918280,0
1463918400,0
1463918460,0
1463918520,200
1463918580,0
1463918700,0
1463918760,200
1463918820,0
1463918880,0
1463919000,200
1463919060,1100
1463919120,300
1463919180,1300
1463919240,300
1463919360,0
1463919420,0
1463919480,800
1463919540,0
1463919660,0
1463919720,700
1463919780,100
1463919840,0
1463919960,400
1463920020,100
1463920080,0
1463920140,0
1463920260,200
1463920320,0
1463920380,200
1463920440,400
1463920560,0
1463920620,0
1463920680,1000
1463920740,1100
1463920860,500
1463920920,0
1463920980,400
1463921040,400
1463921100,0
1463921220,0
1463921280,0
1463921340,0
1463921400,300
1463921520,0
1463921580,0
1463921640,0
1463921700,1400
1463921820,1500
1463921880,2200
1463921940,600
1463922000,3200
1463922120,400
1463922180,800
1463922240,300
1463922300,600
1463922420,1000
1463922480,400
1463922540,2000
1463922600,1900
1463922660,1000
1463922780,1700
1463922840,1100
1463922900,0
1463922960,0
1463923080,0
1463923140,300
1463923200,1200
1463923260,1300
1463923380,1200
1463923440,200
1463923500,300
1463923560,0
1463923680,200
1463923740,500
1463923800,1300
1463923860,900
1463923980,1300
1463924040,1900
1463924100,4500
1463924160,2200
1463924280,300
1463924340,0
1463924400,300
1463924460,1500
1463924520,2500
1463924640,3000
1463924700,600
1463924760,2400
1463924820,2200
1463924940,600
1463925000,1400
1463925060,1900
1463925120,100
1463925240,1700
1463925300,900
1463925360,2200
1463925420,1000
1463925540,800
1463925600,900
1463925660,1000
1463925720,100
1463925840,1800
1463925900,1600
1463925960,3800
1463926020,3200
1463926140,2800
1463926200,100
1463926260,1900
1463926320,400
1463926380,200
1463926500,200
1463926560,1400
1463926620,900
1463926680,300
1463926800,500
1463926860,2700
1463926920,300
1463926980,400
1463927100,700
1463927160,0
1463927220,0
1463927280,500
1463927400,500
1463927460,500
1463927520,1500
1463927580,1800
1463927700,300
1463927760,500
1463927820,100
1463927880,0
1463927940,0
1463928060,200
1463928120,0
1463928180,300
1463928240,0
1463928360,0
1463928420,0
1463928480,100
1463928540,0
1463928660,100
1463928720,0
1463928780,0
1463928840,0
1463928960,0
1463929020,100
1463929080,300
1463929140,0
1463929260,200
1463929320,0
1463929380,900
1463929440,100
1463929560,0
1463929620,600
1463929680,0
1463929740,0
1463929800,0
1463929920,0
1463929980,0
1463930040,1300
1463930100,1800
1463930220,400
1463930280,800
1463930340,400
1463930400,2400
1463930520,100
1463930580,0
1463930640,0
1463930700,0
1463930820,0
1463930880,100
1463930940,300
1463931000,900
1463931120,500
1463931180,500
1463931240,0
1463931300,1100
1463931360,100
1463931480,0
1463931540,0
1463931600,0
1463931660,0
1463931780,0
1463931840,0
1463931900,0
1463931960,0
1463932080,0
1463932140,0
1463932200,0
1463932260,0
1463932380,0
1463932440,0
1463932500,100
1463932560,1500
1463932680,100
1463932740,0
1463932800,0
1463932860,0
1463932980,300
1463933040,500
1463933100,0
1463933160,0
1463933220,200
1463933340,600
1463933400,0
1463933460,0
1463933520,0
1463933640,1200
1463933700,0
1463933760,1400
1463933820,300
1463933940,100
1463934000,0
1463934060,0
1463934120,0
1463934240,200
1463934300,200
1463934360,0
1463934420,100
1463934540,0
1463934600,0
1463934660,0
1463934720,0
1463934840,0
1463934900,100
1463934960,0
1463935020,0
1463935080,0
1463935200,0
1463935260,0
1463935320,100
1463935380,0
1463935500,0
1463935560,200
1463935620,200
1463935680,0
1463935800,0
1463935860,0
1463935920,0
1463935980,0
1463936100,100
1463936160,100
1463936220,0
1463936280,0
1463936400,200
1463936460,0
1463936520,0
1463936580,0
1463936640,200
1463936760,0
1463936820,100
1463936880,300
1463936940,700
1463937060,600
1463937120,200
1463937180,100
1463937240,1000
1463937360,400
1463937420,200
1463937480,200
1463937540,600
1463937660,600
1463937720,300
1463937780,300
1463937840,0
1463937960,700
1463938020,500
1463938080,100
1463938140,1000
1463938260,300
1463938320,500
1463938380,100
1463938440,100
1463938500,100
1463938620,200
1463938680,500
1463938740,0
1463938800,300
1463938920,0
1463938980,100
1463939040,1500
1463939100,500
1463939220,500
1463939280,0
1463939340,100
1463939400,0
1463939520,0
1463939580,0
1463939640,0
1463939700,500
1463939820,400
1463939880,200
1463939940,400
1463940000,900
1463940060,100
1463940180,900
1463940240,1000
1463940300,900
1463940360,500
1463940480,200
1463940540,200
1463940600,600
1463940660,400
1463940780,200
1463940840,0
1463940900,200
1463940960,0
1463941080,200
1463941140,0
1463941200,0
1463941260,0
1463941380,200
1463941440,0
1463941500,0
1463941560,0
1463941680,0
1463941740,0
1463941800,0
1463941860,0
1463941920,0
1463942040,0
1463942100,0
1463942160,0
1463942220,100
1463942340,100
1463942400,100
1463942460,100
1463942520,0
1463942640,0
1463942700,600
1463942760,100
1463942820,500
1463942940,0
1463943000,400
1463943060,0
1463943120,300
1463943240,1200
1463943300,0
1463943360,300
1463943420,400
1463943540,100
1463943600,300
1463943660,400
1463943720,100
1463943780,0
1463943900,200
1463943960,0
1463944020,1200
1463944080,0
1463944200,200
1463944260,0
1463944320,0
1463944380,0
1463944500,0
1463944560,0
1463944620,0
1463944680,0
1463944800,0
1463944860,0
1463944920,0
1463944980,0
1463945100,0
1463945160,0
1463945220,0
1463945280,0
1463945340,0
1463945460,0
1463945520,0
1463945580,0
1463945640,0
1463945760,0
1463945820,0
1463945880,0
1463945940,0
1463946060,0
1463946120,0
1463946180,0
1463946240,0
1463946360,0
1463946420,0
1463946480,100
1463946540,0
1463946660,0
1463946720,0
1463946780,0
1463946840,0
1463946960,0
1463947020,0
1463947080,0
1463947140,0
1463947200,0
1463947320,0
1463947380,0
1463947440,0
1463947500,0
1463947620,0
1463947680,0
1463947740,0
1463947800,0
1463947920,0
1463947980,0
1463948040,0
1463948100,0
1463948220,0
1463948280,0
1463948340,0
1463948400,0
1463948520,0
1463948580,0
1463948640,0
1463948700,0
1463948760,0
1463948880,0
1463948940,0
1463949000,0
1463949060,0
1463949180,0
1463949240,0
1463949300,0
1463949360,0
1463949480,0
1463949540,0
1463949600,0
1463949660,0
1463949780,900
1463949840,0
1463949900,0
1463949960,0
1463950080,0
1463950140,0
1463950200,0
1463950260,0
1463950380,0
1463950440,0
1463950500,0
1463950560,0
1463950620,0
1463950740,0
1463950800,0
1463950860,0
1463950920,0
1463951040,0
1463951100,0
1463951160,0
1463951220,0
1463951340,0
1463951400,0
1463951460,0
1463951520,0
1463951640,0
1463951700,0
1463951760,0
1463951820,0
1463951940,0
1463952000,0
1463952060,0
1463952120,0
1463952240,0
1463952300,0
1463952360,0
1463952420,0
1463952480,0
1463952600,0
1463952660,0
1463952720,0
1463952780,0
1463952900,0
1463952960,0
1463953020,0
1463953080,0
1463953200,0
1463953260,0
1463953320,0
1463953380,0
1463953500,0
1463953560,0
1463953620,0
1463953680,0
1463953800,0
1463953860,0
1463953920,0
1463953980,0
1463954040,0
1463954160,0
1463954220,0
1463954280,0
1463954340,0
1463954460,0
1463954520,0
1463954580,0
1463954640,0
1463954760,0
1463954820,0
1463954880,0
1463954940,0
1463955060,0
1463955120,0
1463955180,0
1463955240,0
1463955360,0
1463955420,0
1463955480,0
1463955540,0
1463955660,0
1463955720,0
1463955780,0
1463955840,0
1463955900,0
1463956020,0
1463956080,0
1463956140,0
1463956200,0
1463956320,0
1463956380,0
1463956440,0
1463956500,0
1463956620,0
1463956680,0
1463956740,0
1463956800,0
1463956920,0
1463956980,0
1463957040,0
1463957100,0
1463957220,0
1463957280,0
1463957340,0
1463957400,0
1463957460,0
1463957580,0
1463957640,0
1463957700,0
1463957760,0
1463957880,0
1463957940,0
1463958000,0
1463958060,0
1463958180,0
1463958240,0
1463958300,0
1463958360,0
1463958480,0
1463958540,0
1463958600,0
1463958660,0
1463958780,0
1463958840,0
1463958900,0
1463958960,0
1463959080,0
1463959140,0
1463959200,0
1463959260,0
1463959320,0
1463959440,0
1463959500,0
1463959560,0
1463959620,0
1463959740,0
1463959800,0
1463959860,0
1463959920,0
1463960040,0
1463960100,0
1463960160,0
1463960220,0
1463960340,0
1463960400,0
1463960460,0
1463960520,0
1463960640,0
1463960700,0
1463960760,0
1463960820,0
1463960940,0
1463961000,0
1463961060,0
1463961120,0
1463961180,0
1463961300,0
1463961360,0
1463961420,0
1463961480,0
1463961600,0
1463961660,0
1463961720,0
1463961780,0
1463961900,0
1463961960,0
1463962020,0
1463962080,0
1463962200,0
1463962260,0
1463962320,0
1463962380,0
1463962500,0
1463962560,0
1463962620,0
1463962680,0
1463962740,0
1463962860,0
1463962920,0
1463962980,0
1463963040,0
1463963160,0
1463963220,0
1463963280,0
1463963340,0
1463963460,0
1463963520,0
1463963580,0
1463963640,0
1463963760,0
1463963820,0
1463963880,0
1463963940,0
1463964060,0
1463964120,0
1463964180,0
1463964240,0
1463964360,0
1463964420,0
1463964480,0
1463964540,0
1463964600,0
1463964720,0
1463964780,0
1463964840,0
1463964900,0
