x,y
1456852920,13
1456852980,31
1456853040,22
1456853100,33
1456853160,33
1456853220,27
1456853280,13
1456853340,27
1456853400,34
1456853460,33
1456853520,21
1456853580,22
1456853640,23
1456853700,13
1456853760,26
1456853820,29
1456853880,30
1456853940,20
1456854000,32
1456854060,10
1456854120,16
1456854180,22
1456854240,21
1456854300,14
1456854360,19
1456854420,30
1456854480,30
1456854540,20
1456854600,32
1456854660,12
1456854720,18
1456854780,11
1456854840,33
1456854900,30
1456854960,11
1456855020,30
1456855080,22
1456855140,14
1456855200,23
1456855260,22
1456855320,14
1456855380,34
1456855440,10
1456855500,29
1456855560,13
1456855620,27
1456855680,22
1456855740,34
1456855800,13
1456855860,18
1456855920,10
1456855980,19
1456856040,33
1456856100,21
1456856160,24
1456856220,16
1456856280,17
1456856340,18
1456856400,26
1456856460,15
1456856520,22
1456856580,35
1456856640,17
1456856700,21
1456856760,31
1456856820,18
1456856880,17
1456856940,19
1456857000,24
1456857060,30
1456857120,31
1456857180,28
1456857240,30
1456857300,34
1456857360,24
1456857420,34
1456857480,25
1456857540,10
1456857600,34
1456857660,30
1456857720,21
1456857780,34
1456857840,14
1456857900,18
1456857960,22
1456858020,30
1456858080,24
1456858140,29
1456858200,14
1456858260,17
1456858320,35
1456858380,27
1456858440,18
1456858500,18
1456858560,12
1456858620,15
1456858680,28
1456858740,20
1456858800,25
1456858860,16
1456858920,16
1456858980,20
1456859040,11
1456859100,11
1456859160,18
1456859220,25
1456859280,35
1456859340,35
1456859400,27
1456859460,35
1456859520,30
1456859580,12
1456859640,33
1456859700,10
1456859760,22
1456859820,21
1456859880,30
1456859940,13
1456860000,15
1456860060,34
1456860120,20
1456860180,16
1456860240,27
1456860300,30
1456860360,24
1456860420,32
1456860480,35
1456860540,16
1456860600,18
1456860660,24
1456860720,24
1456860780,24
1456860840,11
1456860900,25
1456860960,25
1456861020,21
1456861080,14
1456861140,26
1456861200,21
1456861260,32
1456861320,25
1456861380,17
1456861440,10
1456861500,25
1456861560,19
1456861620,23
1456861680,10
1456861740,13
1456861800,26
1456861860,17
1456861920,13
1456861980,12
1456862040,23
1456862100,31
1456862160,32
1456862220,13
1456862280,29
1456862340,33
1456862400,19
1456862460,11
1456862520,22
1456862580,34
1456862640,25
1456862700,25
1456862760,25
1456862820,17
1456862880,10
1456862940,30
1456863000,33
1456863060,23
1456863120,28
1456863180,25
1456863240,30
1456863300,28
1456863360,16
1456863420,13
1456863480,17
1456863540,18
1456863600,18
1456863660,33
1456863720,26
1456863780,22
1456863840,11
1456863900,15
1456863960,19
1456864020,33
1456864080,19
1456864140,12
1456864200,31
1456864260,30
1456864320,13
1456864380,19
1456864440,28
1456864500,30
1456864560,34
1456864620,18
1456864680,11
1456864740,34
1456864800,14
1456864860,11
1456864920,22
1456864980,32
1456865040,28
1456865100,18
1456865160,26
1456865220,34
1456865280,24
1456865340,34
1456865400,16
1456865460,34
1456865520,33
1456865580,34
1456865640,22
1456865700,35
1456865760,14
1456865820,31
1456865880,34
1456865940,25
1456866000,35
1456866060,31
1456866120,19
1456866180,14
1456866240,16
1456866300,14
1456866360,11
1456866420,14
1456866480,24
1456866540,12
1456866600,15
1456866660,30
1456866720,15
1456866780,29
1456866840,28
1456866900,33
1456866960,13
1456867020,18
1456867080,33
1456867140,29
1456867200,18
1456867260,16
1456867320,28
1456867380,18
1456867440,14
1456867500,14
1456867560,17
1456867620,20
1456867680,12
1456867740,17
1456867800,35
1456867860,13
1456867920,15
1456867980,21
1456868040,18
1456868100,21
1456868160,27
1456868220,19
1456868280,26
1456868340,15
1456868400,23
1456868460,33
1456868520,35
1456868580,29
1456868640,26
1456868700,27
1456868760,28
1456868820,31
1456868880,11
1456868940,28
1456869000,25
1456869060,20
1456869120,34
1456869180,17
1456869240,28
1456869300,14
1456869360,23
1456869420,11
1456869480,25
1456869540,25
1456869600,20
1456869660,26
1456869720,29
1456869780,25
1456869840,13
1456869900,13
1456869960,11
1456870020,30
1456870080,24
1456870140,29
1456870200,11
1456870260,11
1456870320,26
1456870380,12
1456870440,32
1456870500,18
1456870560,31
1456870620,27
1456870680,15
1456870740,33
1456870800,19
1456870860,30
1456870920,19
1456870980,19
1456871040,13
1456871100,13
1456871160,23
1456871220,29
1456871280,16
1456871340,14
1456871400,18
1456871460,26
1456871520,31
1456871580,13
1456871640,16
1456871700,10
1456871760,18
1456871820,19
1456871880,31
1456871940,32
1456872000,12
1456872060,34
1456872120,10
1456872180,30
1456872240,11
1456872300,32
1456872360,14
1456872420,32
1456872480,25
1456872540,19
1456872600,31
1456872660,34
1456872720,16
1456872780,14
1456872840,17
1456872900,21
1456872960,19
1456873020,33
1456873080,14
1456873140,25
1456873200,11
1456873260,25
1456873320,18
1456873380,32
1456873440,30
1456873500,26
1456873560,35
1456873620,13
1456873680,35
1456873740,30
1456873800,11
1456873860,13
1456873920,30
1456873980,11
1456874040,35
1456874100,31
1456874160,10
1456874220,15
1456874280,28
1456874340,25
1456874400,26
1456874460,25
1456874520,26
1456874580,32
1456874640,30
1456874700,35
1456874760,18
1456874820,15
1456874880,32
1456874940,24
1456875000,31
1456875060,34
1456875120,13
1456875180,13
1456875240,32
1456875300,34
1456875360,31
1456875420,31
1456875480,11
1456875540,30
1456875600,27
1456875660,12
1456875720,35
1456875780,22
1456875840,16
1456875900,34
1456875960,19
1456876020,16
1456876080,15
1456876140,13
1456876200,33
1456876260,31
1456876320,29
1456876380,23
1456876440,30
1456876500,23
1456876560,23
1456876620,14
1456876680,28
1456876740,21
1456876800,28
1456876860,25
1456876920,21
1456876980,32
1456877040,30
1456877100,18
1456877160,30
1456877220,25
1456877280,15
1456877340,33
1456877400,21
1456877460,35
1456877520,11
1456877580,20
1456877640,23
1456877700,17
1456877760,20
1456877820,32
1456877880,25
1456877940,25
1456878000,10
1456878060,23
1456878120,21
1456878180,29
1456878240,12
1456878300,15
1456878360,18
1456878420,27
1456878480,19
1456878540,12
1456878600,13
1456878660,13
1456878720,28
1456878780,24
1456878840,35
1456878900,24
1456878960,34
1456879020,31
1456879080,14
1456879140,16
1456879200,30
1456879260,27
1456879320,15
1456879380,32
1456879440,12
1456879500,28
1456879560,15
1456879620,22
1456879680,24
1456879740,33
1456879800,14
1456879860,26
1456879920,22
1456879980,27
1456880040,19
1456880100,24
1456880160,32
1456880220,27
1456880280,16
1456880340,17
1456880400,32
1456880460,21
1456880520,20
1456880580,24
1456880640,11
1456880700,22
1456880760,14
1456880820,10
1456880880,17
1456880940,20
1456881000,16
1456881060,12
1456881120,12
1456881180,23
1456881240,10
1456881300,14
1456881360,17
1456881420,17
1456881480,28
1456881540,31
1456881600,14
1456881660,34
1456881720,22
1456881780,26
1456881840,25
1456881900,33
1456881960,17
1456882020,21
1456882080,27
1456882140,23
1456882200,30
1456882260,23
1456882320,34
1456882380,15
1456882440,13
1456882500,35
1456882560,27
1456882620,17
1456882680,11
1456882740,10
1456882800,28
1456882860,19
1456882920,14
1456882980,30
1456883040,34
1456883100,16
1456883160,10
1456883220,15
1456883280,24
1456883340,30
1456883400,11
1456883460,30
1456883520,29
1456883580,25
1456883640,23
1456883700,18
1456883760,22
1456883820,30
1456883880,32
1456883940,15
1456884000,19
1456884060,26
1456884120,28
1456884180,19
1456884240,33
1456884300,31
1456884360,20
1456884420,26
1456884480,13
1456884540,24
1456884600,27
1456884660,33
1456884720,33
1456884780,31
1456884840,27
1456884900,32
1456884960,12
1456885020,29
1456885080,13
1456885140,28
1456885200,23
1456885260,14
1456885320,24
1456885380,16
1456885440,31
1456885500,11
1456885560,25
1456885620,20
1456885680,33
1456885740,21
1456885800,25
1456885860,16
1456885920,13
1456885980,18
1456886040,27
1456886100,11
1456886160,15
1456886220,12
1456886280,27
1456886340,18
1456886400,26
1456886460,18
1456886520,15
1456886580,25
1456886640,16
1456886700,34
1456886760,23
1456886820,20
1456886880,27
1456886940,27
1456887000,14
1456887060,15
1456887120,33
1456887180,28
1456887240,23
1456887300,31
1456887360,30
1456887420,12
1456887480,15
1456887540,29
1456887600,25
1456887660,32
1456887720,12
1456887780,29
1456887840,16
1456887900,29
1456887960,32
1456888020,22
1456888080,33
1456888140,23
1456888200,30
1456888260,25
1456888320,34
1456888380,12
1456888440,15
1456888500,16
1456888560,12
1456888620,30
1456888680,26
1456888740,30
1456888800,23
1456888860,30
1456888920,11
1456888980,21
1456889040,22
1456889100,24
1456889160,18
1456889220,18
1456889280,29
1456889340,23
1456889400,12
1456889460,20
1456889520,21
1456889580,14
1456889640,15
1456889700,28
1456889760,35
1456889820,11
1456889880,14
1456889940,33
1456890000,27
1456890060,10
1456890120,22
1456890180,25
1456890240,14
1456890300,29
1456890360,31
1456890420,17
1456890480,26
1456890540,23
1456890600,13
1456890660,13
1456890720,19
1456890780,14
1456890840,26
1456890900,31
1456890960,30
1456891020,34
1456891080,16
1456891140,25
1456891200,23
1456891260,20
1456891320,10
1456891380,35
1456891440,26
1456891500,15
1456891560,27
1456891620,25
1456891680,19
1456891740,31
1456891800,24
1456891860,10
1456891920,33
1456891980,13
1456892040,25
1456892100,12
1456892160,32
1456892220,22
1456892280,19
1456892340,24
1456892400,11
1456892460,22
1456892520,28
1456892580,20
1456892640,28
1456892700,20
1456892760,15
1456892820,24
1456892880,19
1456892940,23
1456893000,14
1456893060,32
1456893120,33
1456893180,16
1456893240,33
1456893300,23
1456893360,23
1456893420,24
1456893480,15
1456893540,32
1456893600,21
1456893660,29
1456893720,32
1456893780,19
1456893840,32
1456893900,23
1456893960,23
1456894020,31
1456894080,11
1456894140,32
1456894200,19
1456894260,12
1456894320,20
1456894380,13
1456894440,22
1456894500,14
1456894560,24
1456894620,30
1456894680,30
1456894740,35
1456894800,17
1456894860,34
1456894920,31
1456894980,17
1456895040,16
1456895100,31
1456895160,32
1456895220,30
1456895280,19
1456895340,11
1456895400,26
1456895460,33
1456895520,33
1456895580,25
1456895640,18
1456895700,29
1456895760,12
1456895820,31
1456895880,24
1456895940,16
1456896000,27
1456896060,10
1456896120,18
1456896180,13
1456896240,13
1456896300,31
1456896360,17
1456896420,27
1456896480,27
1456896540,13
1456896600,28
1456896660,34
1456896720,12
1456896780,26
1456896840,17
1456896900,20
1456896960,21
1456897020,14
1456897080,14
1456897140,32
1456897200,17
1456897260,33
1456897320,29
1456897380,14
1456897440,22
1456897500,11
1456897560,10
1456897620,26
1456897680,32
1456897740,26
1456897800,32
1456897860,25
1456897920,26
1456897980,17
1456898040,28
1456898100,30
1456898160,14
1456898220,11
1456898280,23
1456898340,31
1456898400,15
1456898460,16
1456898520,31
1456898580,19
1456898640,32
1456898700,13
1456898760,31
1456898820,19
1456898880,19
1456898940,10
1456899000,15
1456899060,26
1456899120,35
1456899180,35
1456899240,33
1456899300,21
1456899360,12
1456899420,33
1456899480,13
1456899540,35
1456899600,23
1456899660,12
1456899720,26
1456899780,16
1456899840,19
1456899900,21
1456899960,10
1456900020,25
1456900080,24
1456900140,25
1456900200,20
1456900260,31
1456900320,33
1456900380,15
1456900440,16
1456900500,31
1456900560,18
1456900620,12
1456900680,14
1456900740,29
1456900800,12
1456900860,22
1456900920,20
1456900980,11
1456901040,21
1456901100,19
1456901160,24
1456901220,25
1456901280,16
1456901340,29
1456901400,26
1456901460,31
1456901520,31
1456901580,17
1456901640,11
1456901700,16
1456901760,28
1456901820,13
1456901880,31
1456901940,18
1456902000,31
1456902060,17
1456902120,14
1456902180,28
1456902240,23
1456902300,20
1456902360,26
1456902420,33
1456902480,22
1456902540,32
1456902600,27
1456902660,26
1456902720,18
1456902780,13
1456902840,27
1456902900,31
1456902960,22
1456903020,17
1456903080,21
1456903140,30
1456903200,11
1456903260,11
1456903320,27
1456903380,34
1456903440,20
1456903500,29
1456903560,17
1456903620,14
1456903680,34
1456903740,14
1456903800,23
1456903860,29
1456903920,22
1456903980,27
1456904040,24
1456904100,11
1456904160,13
1456904220,14
1456904280,34
1456904340,26
1456904400,12
1456904460,27
1456904520,16
1456904580,21
1456904640,30
1456904700,10
1456904760,18
1456904820,18
1456904880,17
1456904940,31
1456905000,14
1456905060,18
1456905120,33
1456905180,32
1456905240,19
1456905300,19
1456905360,27
1456905420,26
1456905480,24
1456905540,25
1456905600,30
1456905660,11
1456905720,19
1456905780,16
1456905840,30
1456905900,33
1456905960,17
1456906020,33
1456906080,13
1456906140,18
1456906200,25
1456906260,15
1456906320,35
1456906380,32
1456906440,28
1456906500,32
1456906560,34
1456906620,11
1456906680,16
1456906740,15
1456906800,34
1456906860,21
1456906920,26
1456906980,31
1456907040,19
1456907100,35
1456907160,17
1456907220,10
1456907280,27
1456907340,31
1456907400,27
1456907460,21
1456907520,34
1456907580,10
1456907640,30
1456907700,30
1456907760,35
1456907820,13
1456907880,27
1456907940,12
1456908000,23
1456908060,19
1456908120,20
1456908180,25
1456908240,17
1456908300,12
1456908360,21
1456908420,15
1456908480,15
1456908540,27
1456908600,20
1456908660,14
1456908720,14
1456908780,12
1456908840,11
1456908900,25
1456908960,13
1456909020,18
1456909080,25
1456909140,30
1456909200,15
1456909260,17
1456909320,18
1456909380,13
1456909440,19
1456909500,12
1456909560,33
1456909620,19
1456909680,17
1456909740,27
1456909800,23
1456909860,33
1456909920,12
1456909980,33
1456910040,22
1456910100,19
1456910160,12
1456910220,33
1456910280,24
1456910340,17
1456910400,26
1456910460,10
1456910520,23
1456910580,33
1456910640,13
1456910700,27
1456910760,22
1456910820,16
1456910880,35
1456910940,14
1456911000,11
1456911060,17
1456911120,23
1456911180,21
1456911240,22
1456911300,32
1456911360,25
1456911420,22
1456911480,17
1456911540,32
1456911600,13
1456911660,31
1456911720,29
1456911780,17
1456911840,28
1456911900,15
1456911960,26
1456912020,30
1456912080,14
1456912140,14
1456912200,14
1456912260,33
1456912320,16
1456912380,27
1456912440,30
1456912500,19
1456912560,18
1456912620,16
1456912680,28
1456912740,20
1456912800,22
1456912860,31
1456912920,27
1456912980,35
1456913040,16
1456913100,15
1456913160,32
1456913220,31
1456913280,27
1456913340,15
1456913400,29
1456913460,32
1456913520,10
1456913580,25
1456913640,13
1456913700,29
1456913760,30
1456913820,29
1456913880,25
1456913940,11
1456914000,35
1456914060,29
1456914120,34
1456914180,16
1456914240,23
1456914300,28
1456914360,27
1456914420,33
1456914480,10
1456914540,19
1456914600,19
1456914660,23
1456914720,16
1456914780,12
1456914840,24
1456914900,22
1456914960,18
1456915020,20
1456915080,19
1456915140,35
1456915200,28
1456915260,13
1456915320,32
1456915380,28
1456915440,28
1456915500,35
1456915560,23
1456915620,24
1456915680,31
1456915740,13
1456915800,27
1456915860,30
1456915920,34
1456915980,25
1456916040,12
1456916100,23
1456916160,19
1456916220,30
1456916280,21
1456916340,20
1456916400,15
1456916460,30
1456916520,35
1456916580,22
1456916640,33
1456916700,23
1456916760,10
1456916820,15
1456916880,10
1456916940,22
1456917000,14
1456917060,28
1456917120,25
1456917180,12
1456917240,20
1456917300,19
1456917360,12
1456917420,10
1456917480,35
1456917540,33
1456917600,13
1456917660,27
1456917720,29
1456917780,13
1456917840,16
1456917900,34
1456917960,27
1456918020,26
1456918080,28
1456918140,12
1456918200,12
1456918260,35
1456918320,34
1456918380,11
1456918440,23
1456918500,31
1456918560,26
1456918620,26
1456918680,12
1456918740,26
1456918800,12
1456918860,19
1456918920,18
1456918980,29
1456919040,21
1456919100,31
1456919160,12
1456919220,23
1456919280,31
1456919340,11
1456919400,22
1456919460,10
1456919520,28
1456919580,18
1456919640,13
1456919700,35
1456919760,16
1456919820,32
1456919880,27
1456919940,10
1456920000,10
1456920060,29
1456920120,35
1456920180,35
1456920240,32
1456920300,25
1456920360,32
1456920420,22
1456920480,15
1456920540,11
1456920600,15
1456920660,19
1456920720,20
1456920780,23
1456920840,12
1456920900,31
1456920960,20
1456921020,14
1456921080,21
1456921140,17
1456921200,17
1456921260,35
1456921320,19
1456921380,12
1456921440,17
1456921500,25
1456921560,13
1456921620,23
1456921680,21
1456921740,30
1456921800,23
1456921860,22
1456921920,25
1456921980,25
1456922040,23
1456922100,21
1456922160,16
1456922220,19
1456922280,35
1456922340,23
1456922400,20
1456922460,14
1456922520,32
1456922580,32
1456922640,30
1456922700,34
1456922760,28
1456922820,16
1456922880,14
1456922940,15
1456923000,24
1456923060,23
1456923120,14
1456923180,33
1456923240,25
1456923300,22
1456923360,22
1456923420,28
1456923480,11
1456923540,10
1456923600,24
1456923660,25
1456923720,22
1456923780,13
1456923840,16
1456923900,35
1456923960,26
1456924020,22
1456924080,20
1456924140,26
1456924200,35
1456924260,33
1456924320,30
1456924380,31
1456924440,29
1456924500,26
1456924560,31
1456924620,23
1456924680,33
1456924740,11
1456924800,28
1456924860,21
1456924920,26
1456924980,35
1456925040,20
1456925100,16
1456925160,21
1456925220,35
1456925280,10
1456925340,22
1456925400,35
1456925460,25
1456925520,13
1456925580,23
1456925640,28
1456925700,19
1456925760,24
1456925820,21
1456925880,31
1456925940,34
1456926000,11
1456926060,32
1456926120,33
1456926180,33
1456926240,29
1456926300,29
1456926360,26
1456926420,24
1456926480,16
1456926540,23
1456926600,27
1456926660,11
1456926720,10
1456926780,18
1456926840,10
1456926900,20
1456926960,26
1456927020,21
1456927080,21
1456927140,28
1456927200,35
1456927260,20
1456927320,17
1456927380,15
1456927440,35
1456927500,12
1456927560,24
1456927620,23
1456927680,23
1456927740,22
1456927800,24
1456927860,26
1456927920,20
1456927980,21
1456928040,25
1456928100,14
1456928160,14
1456928220,15
1456928280,28
1456928340,23
1456928400,28
1456928460,22
1456928520,24
1456928580,30
1456928640,32
1456928700,26
1456928760,17
1456928820,24
1456928880,13
1456928940,28
1456929000,16
1456929060,12
1456929120,15
1456929180,24
1456929240,17
1456929300,14
1456929360,28
1456929420,34
1456929480,28
1456929540,17
1456929600,22
1456929660,16
1456929720,33
1456929780,32
1456929840,29
1456929900,24
1456929960,10
1456930020,34
1456930080,30
1456930140,31
1456930200,23
1456930260,24
1456930320,19
1456930380,13
1456930440,19
1456930500,15
1456930560,29
1456930620,26
1456930680,29
1456930740,32
1456930800,20
1456930860,11
1456930920,10
1456930980,25
1456931040,27
1456931100,18
1456931160,30
1456931220,19
1456931280,18
1456931340,22
1456931400,26
1456931460,32
1456931520,28
1456931580,25
1456931640,28
1456931700,21
1456931760,16
1456931820,31
1456931880,21
1456931940,12
1456932000,28
1456932060,10
1456932120,26
1456932180,11
1456932240,13
1456932300,11
1456932360,16
1456932420,32
1456932480,29
1456932540,11
1456932600,28
1456932660,14
1456932720,14
1456932780,29
1456932840,29
1456932900,32
1456932960,13
1456933020,23
1456933080,15
1456933140,23
1456933200,11
1456933260,34
1456933320,19
1456933380,31
1456933440,25
1456933500,13
1456933560,19
1456933620,33
1456933680,34
1456933740,30
1456933800,35
1456933860,26
1456933920,33
1456933980,28
1456934040,29
1456934100,10
1456934160,29
1456934220,11
1456934280,35
1456934340,25
1456934400,12
1456934460,29
1456934520,29
1456934580,17
1456934640,24
1456934700,24
1456934760,15
1456934820,27
1456934880,14
1456934940,22
1456935000,16
1456935060,15
1456935120,20
1456935180,27
1456935240,11
1456935300,12
1456935360,31
1456935420,20
1456935480,35
1456935540,31
1456935600,16
1456935660,11
1456935720,24
1456935780,15
1456935840,29
1456935900,17
1456935960,16
1456936020,24
1456936080,19
1456936140,17
1456936200,13
1456936260,23
1456936320,10
1456936380,34
1456936440,32
1456936500,25
1456936560,23
1456936620,11
1456936680,18
1456936740,29
1456936800,24
1456936860,27
1456936920,10
1456936980,10
1456937040,18
1456937100,11
1456937160,14
1456937220,13
1456937280,23
1456937340,14
1456937400,35
1456937460,32
1456937520,15
1456937580,25
1456937640,13
1456937700,10
1456937760,32
1456937820,21
1456937880,24
1456937940,17
1456938000,28
1456938060,28
1456938120,31
1456938180,29
1456938240,26
1456938300,29
1456938360,20
1456938420,15
1456938480,31
1456938540,28
1456938600,34
1456938660,21
1456938720,19
1456938780,35
1456938840,21
1456938900,30
1456938960,12
1456939020,26
1456939080,33
1456939140,28
1456939200,32
1456939260,34
1456939320,26
1456939380,13
1456939440,23
1456939500,29
1456939560,13
1456939620,22
1456939680,15
1456939740,27
1456939800,29
1456939860,35
1456939920,21
1456939980,26
1456940040,28
1456940100,14
1456940160,20
1456940220,14
1456940280,19
1456940340,17
1456940400,35
1456940460,20
1456940520,28
1456940580,20
1456940640,21
1456940700,15
1456940760,14
1456940820,25
1456940880,33
1456940940,12
1456941000,17
1456941060,31
1456941120,12
1456941180,35
1456941240,34
1456941300,28
1456941360,31
1456941420,13
1456941480,16
1456941540,12
1456941600,33
1456941660,11
1456941720,11
1456941780,18
1456941840,28
1456941900,32
1456941960,22
1456942020,14
1456942080,10
1456942140,34
1456942200,21
1456942260,35
1456942320,18
1456942380,15
1456942440,20
1456942500,29
1456942560,22
1456942620,24
1456942680,18
1456942740,20
1456942800,28
1456942860,28
1456942920,15
1456942980,33
1456943040,29
1456943100,16
1456943160,25
1456943220,24
1456943280,19
1456943340,33
1456943400,26
1456943460,18
1456943520,34
1456943580,28
1456943640,27
1456943700,28
1456943760,26
1456943820,15
1456943880,32
1456943940,26
1456944000,13
1456944060,19
1456944120,26
1456944180,23
1456944240,26
1456944300,12
1456944360,16
1456944420,13
1456944480,26
1456944540,27
1456944600,23
1456944660,21
1456944720,21
1456944780,30
1456944840,18
1456944900,14
1456944960,10
1456945020,35
1456945080,31
1456945140,22
1456945200,32
1456945260,23
1456945320,30
1456945380,30
1456945440,15
1456945500,23
1456945560,23
1456945620,33
1456945680,31
1456945740,21
1456945800,24
1456945860,34
1456945920,31
1456945980,16
1456946040,22
1456946100,21
1456946160,18
1456946220,30
1456946280,26
1456946340,10
1456946400,23
1456946460,13
1456946520,21
1456946580,34
1456946640,10
1456946700,31
1456946760,15
1456946820,10
1456946880,30
1456946940,10
1456947000,24
1456947060,28
1456947120,23
1456947180,21
1456947240,23
1456947300,31
1456947360,10
1456947420,12
1456947480,28
1456947540,31
1456947600,25
1456947660,18
1456947720,30
1456947780,22
1456947840,24
1456947900,18
1456947960,10
1456948020,32
1456948080,12
1456948140,26
1456948200,33
1456948260,28
1456948320,32
1456948380,20
1456948440,26
1456948500,32
1456948560,16
1456948620,33
1456948680,34
1456948740,10
1456948800,35
1456948860,23
1456948920,29
1456948980,23
1456949040,10
1456949100,18
1456949160,20
1456949220,10
1456949280,22
1456949340,14
1456949400,34
1456949460,11
1456949520,23
1456949580,30
1456949640,26
1456949700,11
1456949760,12
1456949820,26
1456949880,10
1456949940,16
1456950000,16
1456950060,33
1456950120,10
1456950180,12
1456950240,17
1456950300,27
1456950360,34
1456950420,23
1456950480,26
1456950540,33
1456950600,26
1456950660,26
1456950720,22
1456950780,21
1456950840,15
1456950900,24
1456950960,29
1456951020,25
1456951080,26
1456951140,17
1456951200,31
1456951260,24
1456951320,20
1456951380,18
1456951440,18
1456951500,10
1456951560,22
1456951620,22
1456951680,26
1456951740,22
1456951800,31
1456951860,33
1456951920,19
1456951980,31
1456952040,11
1456952100,28
1456952160,24
1456952220,10
1456952280,18
1456952340,15
1456952400,35
1456952460,34
1456952520,33
1456952580,23
1456952640,19
1456952700,12
1456952760,11
1456952820,14
1456952880,27
1456952940,27
1456953000,23
1456953060,22
1456953120,18
1456953180,33
1456953240,33
1456953300,28
1456953360,34
1456953420,19
1456953480,17
